Text,True Sentiment,IBM Watson Sentiment,IBM Watson Confidence,IBM Watson Response Time (s)
actually went see film theater complete waste time money bad acting im sorry say help enjoy rather sticky screenplaybr br friends told go see film since james redfield author book heavily involved screenplay really enjoyed book movie perfect well maybe hopes bit high absolutely hated movie predictable sweetish point actually left vomit worst going sequel world favor stop abominable crusade,Negative,negative,-0.995311,0.3033130168914795
ww philipines japanese soldiers starving dying growing weak becoming insane small group soldiers trying stay alive eventually resorted cannibalism film perfectly portrays insanity overtakes people extreme conditions humorous parts movie majority slow moving realistic film follows soldiers one painful moment another eventually death interesting film showing death horror may worst war world ever seen,Positive,negative,-0.473995,0.3394014835357666
mistake thinking serious warishell movie prior seeing ended seconds film mtv logo appeared might well called national lampoons sexynloose play mtv crowd movie followed comical first seconds played like music videos used play years ago least disney smart enough ship rated r stuff touchtone allowed us take seriously okay im harsh wasnt bad film however definitely share overacting film extremely biasedonesided admittedly im war movie buff cant watch platoon full metal jacket saving private ryan sure good movies theyre forte seem blend awhile wouldnt able distinguish one next following tour iraq phillippe plans life war drawn back due clause contract least thats militarys plan goes awol characters speed crosscountry bucks amazingly never caught havent war iraq agree also dont knowledge comes recruitment signing contracts say though sorry theyre drawn back conflict cant feel much someone dumb read fine print like someone deathbed leaning finally read surgeon generals warning box cigarettes say oh theyre deadly ill sue,Negative,negative,-0.998285,0.30988073348999023
film takes could good idea mummified year old witch completely destroys nora jim alcoholics go ireland dryout go stay nan uncle uncle discovered year old witch preserved peat revives takes form nora killed conventionallymore pity nora however works way sobr br gothic horror movie done cheap sprawling mess ask anyone would want make bad film tempted learn witchcraft order make disappearbr br avoid costs,Negative,negative,-0.995445,0.3345339298248291
film thought great journey forrest gump rare treat watch cable movie middle day come across foreign film done well film well acted strongly suggest anyone take subtitles,Positive,positive,0.948448,0.29946088790893555
crappy movie whole lotta nonsense many looseends count watched movie one favorite actors ron livingston made cameo continued watching girl love movie includes male nudity change later found wondering much ridiculous storyline could get time gotmore ridiculousbr br sean crawley goodlooking chris l mckenna ive never seen loved little nude sceneis making ends meet painter meets electrician duke wayne george wendt cheers thinking hes getting work duke sean agrees meet contractor ray matthews daniel baldwin playing stereotypically evil guy ray investigated city hall accountant ron livingston cameo ive love office space sex city ray end offering apparently desperatefor cash sean k kill accountant sean accepts job sean stalks accountant whose wife kari wuhrer finds attracted completes hit leaves taking file information ray sean quickly learns used ray never intended pay sean uses file leverage get moneybr br point descent flickgenerally worth watching soon ray duke crew kidnap sean muscle information file got dumber dumber still dumber finally seemed like films writer charlie higson snapped day writing hangover realized needed desperately figure wrap series implausible messes created deadline something without simply detailing movie lets say everysinglescene watch kidnapping find gasping fk baffled ongoing nonsense sean follows fairly graphic gross path towards redemption end many looseends left movie begin regret even watched itbr br movie watch hits cable enough beer friends around mock film full value supposed psychological thriller mckenna decent actor hard give movie norm cheers baldwin brother dirty work kidnapping strategy really makes damned sense guys love violence blood guts scenes absolutely unnecessary sex scenes boob shots girls enjoy handsome seans gratuitous crotch shot mainstream movie almost always girls get stripped movie personally hate actor worth watching looks ron livingston first onethird movie,Negative,negative,-0.996588,0.3300161361694336
us part real world ballet film completely ridiculous ivan kirov basically gymnast ballet dancer viola essen time ballet theater american ballet theater reasonably good dancer except dame judith anderson acting amateurish checkov completely top embarrassingly saw film age time never seen ballet impressed however later life long completed career dancer purchased video tape curious like many years couldnt believe naive hollywood could world ballet made mid red shoes turning point latter giving true picture ballet world entire cast spectre passed away ivan kirov real namedying age one film thereafter kept chicago business man rumor goes,Negative,negative,-0.897565,0.3074517250061035
lovely long climax dont wait anything happen great rainy day man mid life crisis takes family secluded area greek isles saw teens still love years later unable find video stores however molly ringwald cute average teenager basically wants go home kind settles place phones tv boredom hit quietness like human condition bored reflect character susan sarandon plays beautiful woman wants sexually involved john cassavetes character unable well know gina rowlands wife loves give marriage demanding frustrating everyone another character movie greek talks molly ringwald inappropriately sex things curious irritating horny didnt like character locale film makes film good wouldnt work filmed anywhere else recommend film give scale,Positive,negative,-0.987091,0.31391334533691406
roger corman ripoff assembled appears virtually zero budget special effects originally used battle beyond stars suspect fair amount props costumes sets reused sources well story seems written around elements isnt really movie much recycling project thirdrate star wars junk wasnt needed,Negative,negative,-0.988495,0.29935431480407715
recently pleasure seeing big bad swim ft lauderdale film festival must say best film seen year film ever felt inspired write commentreview film beautifully directed combined script realistic dialogs excellent acting inspiring message ordinary lives come together adult swim class become extraordinary celebration diversity life poignantly illustrated imagery first minute captivating film see legs torso individuals various shapes sizes enter pool water film brilliantly directed actors placed positioned captivating scenes hold attention imagination,Positive,positive,0.999978,0.31392621994018555
first twothirds biopic fetish model betty page interesting betty portrayed enormous sincerity gretchen mol comes across pleasant girlnextdoor type saw nothing wrong certainly wasnt anything wrong director mary harron also made shot andy warhol american psycho recreates bettys america mixing old black white stock footage new degraded black white footage betty lands florida starts working bunny yeager color introduced bettys notoriety mostly result work paula irving klaw lili taylor great performance chris bauer well john willie jared harris scenes harron recreates bettys bondage photography sessions fascinating adroitly executed early purveyors fetish material portrayed condescendingly get sense folks part tight community betty never much problem notoriety although get impression reputation prevented gaining legitimacy straight acting world films third act virtually nonexistent left impression watching feature length documentary betty page rather structured drama flaws aside film well worth catching represents yet another fine feather cap producer christine vachon,Positive,negative,-0.790525,0.3225216865539551
great movie disagree know anything bible know think everyone see agree new updated version like nice message still right see movie scare hell movieit truthful bible think u n play major role world government come last days lining bible look happened chip dogs cats come light protect children kidnapped size grain rice feel fore runner mark beast spoken bible without mark cant sell buy chip small future telling much info put,Positive,negative,-0.966534,0.3106417655944824
movie downright horrible movie hour long mins movie useless random snowboarding clips dont even connect movie storyline completely retarted year old cousin could probably write better script dont understand someone could fund production film like horrible definitely shittiest horrid movie ive ever seen entire existence think casting director took random kids street act movie directing acting producing writing film really bad feel bad people wasted money funding garbage u couldnt pay watch crap,Negative,negative,-0.999956,0.32999563217163086
soap opera film takes us lives loves three young women publishing world secretaries follows idea three coins fountain years takes place new york coins takes place rome italy three beauties hope lange first starring role suzy parker diane baker lange well holds opposite strong veterans business namely joan crawford suzy plays obsessive woman hard time losing beau hard believe anyone could reject beauty reason louis jourdan heart throb sort takes back paul neuman rejecting gorgeous elizabth taylor cat hot tin roof doesnt diane baker third damsel distress meets dates robert evans became producer husband ali macgraw known hopes boyfriend home played newcomer brett halsey promising marry also meets stephen boyd fellow worker interests hope three ladies drama ahead crawford almost steals film presence usual strong bitchy self fun watch veteran actor brian aherne plays one bosses yen pinching leading ladies back side hes delightfully charming also cast martha hyer wasted thankless role never really explored bad like actress never seems get one role distinguish abilities crush married man office played donald harron pleasure work couple shakespeare plays nyc distinguished actor wasted film alsobr br great fun technicolor cinemascope directed jean negulesco,Positive,positive,0.875092,0.32163190841674805
im sure film could ever match first one even starred original seven notwithstanding fact four killed doesnt spark chemistry actors seem tired look going motions get paychecksbr br interesting yul brynner magnificent original film stiff unconvincing sequel yet stars westworld futureworld character matching black pants shirt hat evokes mystery presence films chris adamsbr br theres nothing flick make worth watching even cable,Negative,negative,-0.993467,0.3066432476043701
man hard dvd come could find region spanish import expensivebr br worth well yes much masterpiece film making though directed curt siodmak credits imdbcom read robert dvd credits list curt couple familiar figures murder mysteries elisha cook jr thomas gomez decadelong curiosity movie finally satisfiedbr br essentially respected selfcontained engineer alan curtis stood estranged wife finds new york bar two show tickets pocket woman strange hat stool next politely invites join musical review accepts little gloomily mopey bartender gives eye leavebr br show tempestuous star notices lady audience wearing hat erupts offstage anger drummer band cook leers silent lady gets response curtis takes woman home asks name wont give doesnt want know shed longfellow devotee shed said something ships pass nightbr br okay curtis goes home find wife murdered absence head police officer gomez turns da alibi phantom lady one else seems remember bartender latina star cab driver al alp drummer since lady disappeared impossible dig upbr br curtis convicted sentenced die inspector gomez thought things decided probably innocent nobody brain would make stupid story joins curtiss loving secretary ella raines reinvestigating case informallybr br visit supposed witnesses ominous bartender run car perhaps accidentally hes picture hottempered latina left show closed shes uncooperative ignorant source hat anyway elisha cook jr strangled real murderer featured scene pounds drums improvised jazz group sweaty face assumes expression doesnt suggest intense focus rather monstrous orgasmic insanity eyeballs roll ceiling mouth gapes hammering becomes frenzied laughed loudbr br nobodys performance otherwise outstanding professional enough thomas gomez always reliable best performance though probably franchot tone hes real murderer fakes alibi hes reserved artistic even faints hes decorous dont know put precisely tone seems thinking well simply acting part alan curtis innocent engineer near zero kelvin scale belongs b picture br br dont know considered classic really basic murder mystery cornell woolrich good others siodmaks direction sensitive man gets run hat winds gutter water running around use shadows quietly effectivebr br glad got,Positive,positive,0.468855,0.339510440826416
many actors get stand neurotic compulsive ubernew yorker persona film woody played ferrell mercifully less direct impersonation one kenneth branagh celebrity annoyingly repetitive story nebbishy neurotic man wife girlfriend falls madly love shiksa queen upon projects manner perfection everyone lives perfect gigantic apartments great manhattan neighborhoods everyone constantly patronizes expensive exclusive restaurants characters relate fascinating anecdotes discuss arcane philosophy always trip hamptons nebbishy main character spazzes sand physical exertion possible exposure diseases course said main character feels guilty lust shiksa queen pursues anyway sometimes succeeding sometimes failing etcbr br tired formula proof allen isnt really great film artist seems like dirty old man libido emotions yearold intent upon telling boring old stories,Negative,negative,-0.949816,0.3570082187652588
dogmatic another reviewer described film fitting word directors idea present bach without plot acting fun theatrics dialog narrative drama mission accomplished monsieur straub pretentious yes cinematic way anticinema one moves hardly anyone talks camera holds static shots minutes time occasionally camera dolly may catch glimpse gustav leonhardts fingers moving keys thats itbr br like idea staring back harpsichordists bewigged head minutes stretch listening bach film id rather listen bach stereo eyes closed,Negative,negative,-0.979112,0.3287668228149414
positives shot pretty well interesting peripheral characters likable main character albeit weakbr br bad plotstory editing characters wasted jessica albabr br im fan sappy movies movie cringeinducingly bad dont understand anyone hand guy jenkin go want say dont dislike jessica albai really wanted like film however jessica alba fake accent model poses made miserable absolutely screen presence movie ruins every scene shes needless say romance come believablenot even tiny bitbr br saw throughout actors flapping wings trying get thing ground little givenbut sadly movie sink emotional connection emotional conflict nothing gained pretty empty movie,Negative,negative,-0.99976,0.3433229923248291
saw movie low expectations didnt know lot wasnt sure going worth itbr br story ok job getting curious ruins travel suspense continues mayans show force stay ruinsbr br movie turns somewhat suspenseful pointless amount gore found movie balance compared whether truly necessary used shock valuebr br fact didnt make attempt fight vines hell fire didnt try burn try cut knife see could destroy quickly jumped victim role helpless attitude real reminded old horror movies people scream yell dont half brain try fight back,Negative,negative,-0.995393,0.3245880603790283
ive seen lot bad movies life date movie bad thisthis justits good house party worst movie ever simple basically ferris bueller black people oh funny awful awful chris stokes may superstar bet hes idiot cant write comedy horror movie like refer blacker lesserknown uwe boll except uwe bolls films funny awful know mean invite buddies pop alone dark great time laughing eating snacks buddies chris stokes like except invite friends watch house party one laughing even biased token black guy illiterate jock im serious didnt laugh throughout whole movie acting terrible movie looks like bad indie film budget movie damn dollars mean hell movie sucks dont waste time crap disgusting,Negative,negative,-0.998637,0.3113706111907959
nacho libre br br directed jared hess br br starring jack black ana de la reguera hctor jimnez darius rose br br mpaa rating pg rough action crude humor including dialog br br say know people despise end always thought napoleon dynamite funny movienot brightest brick wall funny movie nonetheless jack black also funny manirritating times yes massively overrated adolescent audiences practically worship funny rarely jack black comedy enjoy degree happy hear jared hess writer director napoleon dynamite jack black would teaming movie spanish friar becomes wrestler save orphanage reservation plot seemed little thin unfortunately one reservation turned downfall entire movie plot done skit show saturday night live possibly even mad tv would worked flawlessly unfortunately plot runs far thin approximate one half hour runtime onejoke comedy falls flatbr br nacho raised mexican monastery became devout man lord feeling shunned entire monastery nacho black monasterys cook decides follow dreams become professional wrestler monasterys finances hit alltime low nacho decides join wresting tournament win prize money provide good food monasterys orphanage plot sounds sweet caring seems like perfect movie jack black look school rock well displeasure plot almost completely ruined offensive gross humor takes away heart movie hollywoods way showing feel teen audiences understand fart jokes stupid humor course know maybe general thought teenagers many seemed enjoy movie watching obese woman scurry like mouse across floor certainly make people laugh dont expect get award putting movie sevenyearold could make jokebr br performances nacho libre actually good jack black proves absolutely hilarious make even idiotic worthless lines ever put paper comical unfortunately movie wasnt enough didnt give anything go reason jokes worked never seen heard ana de la reguera say quite talented also one beautiful women ever graced eyesight clicked role worked wonderfully well hctor jimnez plays nachos bumbling partner esqueleto kept laughing continuously nice job effective partnered jack blacks darius rose plays orphan named chancho didnt many lines say enjoyed adorable rest cast job unfortunate wasted subpar moviebr br nacho libre work plot stretched far thin heart soiled moronic humor sickening jokes dont work rarely laughed jack black another member cast leads bright side nacho libre yes cast cast well lack better word clicked excellent chemistry together pumped much life possible flat script jared hesss napoleon dynamite kept thoroughly entertained entirety movie surprised find often bored nacho libre something lost yet understand know nacho libre good movie yet cast completely worthless small reason watch watch jack black work fan jack black avoid movie like plague like black done movie reviewbr br final thought yikes jared hesss surprisingly disappointing followup hysterical napoleon dynamitebr br overall rating c,Negative,negative,-0.996399,0.32535219192504883
era awful cartoons rather shock see movie good morals make imdb bottom list animated moviesbr br movie contradict first wont deny however target age group movie didnt even notice would mattered people made may used new generation note another way care bear family could began perhaps meant decide care bear family truly beganbr br favorite movie age scare confuse allbr br,Positive,negative,-0.985896,0.3410348892211914
modern marco polo venice china come amelio taking task render us grey area middle two worlds solid colors eroded globalizations collateral damages pessimistic vision europe mutual chinas br br view charming puzzling country dealt devoid claim learn impose opinions reality nonetheless harsh abandoned exploited children beehivehomes backward areas china ignore vincenzo castellitto technician steel factory one us voyage china pretext understand learn inside country progress thirdworld problems live together infamous balance exactly clear vincenzo knew first time mechanical component already fixed think anyway minor aspect liu chinese girl key whole film carries back lot difficulties shes got strength overcome could fight little money little help br br realistic unbiased view facts girl refusing vincenzos money touched lot pack banknotes cant get back husband baby forced treat like stranger law protect scorns liu knew intentions benign kind far cold charity act friendship beautifully narrated way grows step step dignified formative unique priceless legacy keepbr br scenes stunning either acting vincenzo crying ferry dialogues restaurant railroads besides careless editing pretty lazy start la stella che non c brilliant sharp chronicles untold veritiesbr br competition rd venice film festival plenty bet tai ling mastroianni prize dedicated emerging stars definitely deserved awardbr br,Positive,positive,0.867661,0.9430785179138184
aldolpho steve buscemi aspiring film maker lives battered nyc apartment relies mother help make rent beautiful neighbor named angelica jennifer bealswho may may married aldolpho would love star movie al unexpectedly gets financial promise funding film strange man named joe thinks hes got made joe takes al along adventure steal porsche part financial backing film made aldolpho completely without moral backbone angelica star film viewers opinion awful movie script abysmal plot wanders willy nilly beals practically snarls lines buscemi though likable nondescript good deal distasteful material unsavory characters boot finally production values poor making film look second rate times time hands still good idea take chance movie proverbial glutton punishment go ahead watch darn thing beals look beautiful,Negative,negative,-0.988324,0.3725874423980713
stan ollie become saps sea wayward little boat commandeered vicious murdererbr br boys wonderful feature starts one hilarious set pieces horn factory always steps sync rest creation laurel hardy inhabit world icy radios bedded billy goats rule exception brief length film style classic short subjects explains episodic naturebr br boys get screen credit movie mavens recognize familiar faces james finlayson appears loony doctor richard cramer full justice bad guy role sweet mary gordon plays boys perplexed neighbor thats charlie hall apartment house desk clerk silent screen comic ben turpin portrays peculiar plumberbr br one films script writers silent comedian harry langdonbr br stan ollie main focus however watching hardy go berserk sound horn laurels antics bananas instance reminds viewer fellows remain absolute cinematic giants,Positive,positive,0.383092,0.385530948638916
merchant four seasons isnt would call happy movie even one impressed point praising sky fassbinder flicks like veronika voss underrated satans brew certainly less fascinating experiment taking look society others know might possibly know really want know imagine early germany generation coming ww stigma live tried best get stigma floats film many instances fassbinders work general especially four seasons takes eye middle class particular married couple distanced depressed angry hans fruit seller longsuffered wife nothing short trying realism guise melodrama cassavetes crazy german might make film maybe even larkbr br story sounds simple enough hans drinking gets control beats wife scene one toughest take maybe movie way fassbinders camera lingers without cut wife left helpless daughter trying stop frenzy shes ready leave stands room family holding back makes call divorce gets heart attack right recovers business suddenly starts booming help good good employees yet continues longing another woman despair generalbr br yet simplicity fassbinder tries succeeds part attaining mood dread tense vibe kitchen bedroom street cut knife bleed weakest part may acting least initial impression hans played hirschmuller stilted presence slightest movements face eyes doesnt look like hes much good actor actress playing wife irm hermann sister fassbinder hanna schygulla fare better cause theyre given conventionally like cry look concerned takes time adjust essentially void guy hans something psychological selftorment selfpity pervades around want get sense normalcy especially hans gets successfulbr br everything clicks together merchant four seasons enough make recommend looking different sliceoflife might used modern american movies fassbinders world combat melodrama loves cinema harsh crushing sense humanism feels personally puts characters better worse somehow identify epps family know could even whos say methodical study tragic emptiness human spirit goals attained,Positive,positive,0.877176,0.3360579013824463
first absolutely loved movie billy crystal fan must say expecting comedic situations actually got however nice see role depth emotion portrayal talent agent sammy brilliantly performed uniquely addition gheorghe muresan maximus superb first film role sammy goes romania visit client location world turned upside never expected would accidentally find one person could change life sammy maxs journey unique moving even humorous times plus location czech republic parts film shot absolutely beautiful say dramatic comedy feeling variety emotions thought excellent would recommend anyone everyone,Positive,positive,0.999184,0.5323269367218018
film fastmoving bizarre colorful like mad max speed whit tons colorers makeup also cartoonish said cartoon sequence pops plot also saucy ill believe meant thing really drives crazy movie characters painfully irritating especially rebecca played lori petty shes really annoying ill believe annoying creature ive ever seen editing also annoying mtv stylized another thing thats missing tank girl exciting adventure humor isnt much funny either nice visuals thoughbr br however lot people love film women thats weird movie girl power tank girl real chick flick best example hatelove film,Negative,negative,-0.996257,0.32917332649230957
nothing void pleasant one known eighties well quite boring interested screenplay film hero wandering underground new york full arstists night clubbers aimless pointless naive entirely unpleasant,Negative,negative,-0.987392,0.3231346607208252
first say im huge lucio fulci dario argento fan although seen absolutely movies really enjoyed almost every one see really like giallos thought argento master genre seeing films like tenebre phenomena saw new york ripper fulci found could pretty good giallos besides graphic zombie movies even outdo argento certain levelbr br love fulcis style yes love gore film think although developed plot characters films best one dont like confusing times especially end fact go one suspect another another even suspect retarded little girl moment think goes far know giallos supposed keep guessing end killer hard find film plays little much minds however like scene witch killed think well done gave chills acting also pretty good photography greatbr br although bad film think lucio fulci made better films think best one beyond different movie atmospheric visual experiencebr br give dont torture duckling br br,Positive,negative,-0.474612,0.3379051685333252
one comedic twilight zones thats actually really good floyd barber andy griffith showthe stock trade old geezer dude many old westernsand lovable old frisby also cool spacecraft interior believe used sci fi classic forbidden planetor else day earth stood sillplus new guys town driving exotic renaulti think sports car back days european automobiles known foreign jobs us whole idea harmonica weapon hootand fact frisbys buddies love despite fact hes total bs artist heartwarming moment,Positive,positive,0.845776,0.3671550750732422
said really tenant firstclass thriller wrought equal amounts suspense fullblown paranoia intricatelyplotted filmevery detail seems included reasoneven though plot seldom makes sense much never even addressed objective manner therefore left increasingly unstable trelkovsky polanskia meek polish man obtained apartment due previous tenants suicideto guide us world escalating fear uncertainty apartmentwarming party thrown group obnoxious coworkers trelkovsky comes increased seemingly inexplicable scrutiny fellow occupants building rest film chronicles mental deterioration gives us thorough mindfuk par later efforts david lynch tenant however brooding sinister laced unexpected comic relief fine performances truly haunting score movie thats better experienced described hop,Positive,negative,-0.528511,0.32523560523986816
say beginning watched stargate movie movie wasnt blown away anything like average sci fi movie lot potential though movie wasnt erm amazing sci fi movies star wars aliens u sci fi fanatic u admit one two titles amazing even though im hardcore sci fi fan people dont remember one line either movies im big fan wearing star wars shirts fact saw would look like average person ah getting slightly point well point dont hard core sci fi fan like great series unfortunately ended amazing seasons drop quality got nearer end br br though didnt like movie much quite looking forward first season let tell special effects one brilliant things series chemistry characters blew away special affects good better sci fi shows running today admit would never gone sci fi wasnt stargate dad actually got sci fi like im glad wise wouldnt seen brilliant shows like sg opinion sets benchmark nearly sci fi series movies basically new sci fi series isnt better good sg worth watching basically best sci fi show date dont watch idea missing,Positive,positive,0.344548,0.34146618843078613
solange great italian thriller get ready spoiler main suspect professor didnt really spoiler know couldnt murderer beginning student witnessed first murder absolutely suspense whether professor killer long tedious build final explanation mystery solution interesting comes nowhere rest movie short movie exciting enough hold interest even tradition wrong man accused fails police never seriously accuse professor killer never dull dull dull,Negative,negative,-0.997915,0.3325514793395996
match point scoop convinced woody allen neat job making movies england scarlett johansson right cast member corroborated known years shouldnt focus neurotic rich new yorkers case johansson plays journalism student sondra pransky magician sid waterman allen puts disappearing box meets ghost murdered reporter joe strombel ian mcshane tells serial killings plagued london committed millionaire peter lyman hugh jackman gets know andwell dont know much tell without giving away say probably allens funniest movie years theres ubiquitous unique style humor especially line religionbr br youre sure like movie nothing else itll make fall love london mostly damn hilarious even dont like woody allen got ta love one,Positive,negative,-0.493153,0.341829776763916
guy idea cinema okay seems made interestig theater shows youth two acceptable movies success political reasons cause tricked communist censorship good look carefully know job scenes unbalanced without proper start disordered content full emptiness nothing say subject overlicitates violence nakedness gutter language possible keep alive rotten corpse never understood anything cinematographic profession art dont let succumb piece,Negative,negative,-0.802493,0.32022809982299805
youre looking accurate portrayal che guevara cuban revolutionary helped aid fidel castro bid power youd better read cuban history even type name search engine internet allbr br whatever watch che br br unless course want good laughbr br reviewers time moviegoers gave che vote worst film decade wonder seen travesty facts tenuous best sharif even unconvincing corpse palances fidel catsro imitation br br like said want good laughbr br like watching coproduction learning channel mad magazinebr br one star br br wonder palance w c fields,Negative,negative,-0.999426,0.3322176933288574
ah outer limits love show surpremely creepy downright mysterious loved genres show horror thriller mystery whatever genre good guess must started watching way got canceled scifi showed reruns played marathons really good show dont know seasons everything remember every time saw screen freak voice tv say nothing wrong television attempt adjust picture would squeal delight good show enjoy watching would come give healthy,Positive,positive,0.812235,0.34056949615478516
stunts sequences well special effects brilliant movie michael scherer must one canadas best stunt coordinators time explosion caf wonderful combination stunts special effects visual effects director idea crew managed create filmbr br besides donald sutherland makes one best performances film,Positive,positive,0.87771,0.3376274108886719
abc done show allowing television veterans james garner david spade join cast show first show watchable even predictable john ritter katey sagal johns loss shocked world katey three kids really solid professional cast hour lesson johns death reallife struck home lost father years old could sympathize understand pain agony abc proud maintain show even preserve johns final wish show matured developed impossible circumstances rewarded emmys,Positive,negative,-0.901976,0.3372039794921875
type computer keyboard theyd probably give eponymous film rating elephants shown killed movie even implied hurt contrary master elephant walk john wiley peter finch complains shoot pachydermsno matter menacingwithout permit government tone suggests permits within realm probability furthermore elements conspirein form unusual drought human cholera epidemicto leave wiley plantation house vulnerable total destruction elephant people natives dub close story happen see current release earth youll detect elephant people faring less well today,Positive,negative,-0.832665,0.35471057891845703
good movie crackles tension stakes course highwill police widmark public health doctor apprehend criminals dont know carrying plague fullscale epidemic breaks smaller plot elements introduce tension every scenebetween widmark police captain bad guys played palance mostel palance dying plaguestricken man palance mistakenly believes subject manhunt smuggled valuable commodity widmark wife underlying question whether public better served informing danger hiding situation avoid fullscale panic movie beautifully shot kazan extraordinarily wellchoreographed long takes shot location new orleans ends stunning climax palance flees like rat pursuers docks warehouses city commentary superb probably best ive heard covering cinematography framing lighting shots production design casting nonprofessional actors small roles ironies parallelisms plot like insightful seminar film techniques film noir generally watch enjoy film interested filmmaking second time commentary learn,Positive,positive,0.980934,0.32826876640319824
dunno sometimesyou try try try charitable towards b thru z grade movies particular movie tests patience want slap everyone involved bat people saw title lives night movie cant watch without thinking really episode night gallery one better ones either br br movie something doctor gets bitten bat consequently starts morph werebat drinks human blood actually youd think turning real bat hed eating mosquitoes gallon bucket cheap lurid horror movie bloods word spite fact grandmal seizures drop hat blackout episodes almost every night friend fellow physician dr mustache aspenextreme insists hes allergic reaction rabies shots meanwhile worlds obnoxious stereotyped county sheriff suspects doc responsible brutal murder exsanguination several local girls one wino also meanwhile doctors wife decides denial river egypt alternately patronizes nags distraction br br much acting bad tell actors making professional level choices trying bring juice life script even guy plays sheriff okay pretty bad bad clichd wooden professional way everything acting way scenes paced costumes dialog script story line general sets teeth edge makes want well slap everyone involvedbr br think movie outside chance spooky unsettling little cult favorite butbr br director needed beat michael pataki experienced character actor chair pataki agreed act channel dennis weaver br br also needed find script made little sense regard whole bat bites human turns bat scenario br br also needed actor played doctor find little physically believable bit stage business episodes instead resorting man seizure page little golden book clichd acting mannerisms br br needed rework whole wife character make intelligent less shrill waaaaay observant br br would never voluntarily watch film except help mike bots bad isnt bad silly humorous interesting way still better battlefield earth waterworld though,Negative,negative,-0.703636,0.34465813636779785
movie evolutionary piece terminator robocop br br stan winston spfx br br film scientist working sinister robotics company really creepy bossthey always gets killed horrible lab explosion brain placed inside indestructible robot body br br rest movie goes romance angle cyborgman regains consciousness wreaks havoc trying communicate wife played gorgeousback terri austin tries reconnect old life like scene robocopbr br rest movie breaking things trying defeat evil evil boss recapturing illdefined turn humans cyborgs project br br film pays homage previous movies like day earth stood still cyborg breaks free like giant robot gort br br except frankenstein suite designed stan winston movies production values typically canadian sleazy br br pam grier stars film hired killercommando cheap role likes much br br scifi horror b movie stars film ranks,Positive,negative,-0.386715,0.3574354648590088
summer full blockbusters comebacks films mention disappointments comebacks woe find film could sit enjoy br br case dont want read page arent spoilers ill sum mature ella enchanted questionably violent parts plenty death handful scenes little blood small children doesnt try overly corny overstep bounds think bit serious bit magical princess bride youll close br br br br perhaps prodigious movie goer others maybe twice month feel active im also huge scififantasy fan get bored remade repetitive story lines films flash filling faster count film diamond roughbr br end august tired enough fractured expectations big hits averted seeing bourne ultimatum favor stardust hopes thoroughly muddied transformers fiction addiction previews stardust seemed appealing certainly warybr br many others utterly surprised gone thinking see another generic fantasy movie clichd breakfast dont fooled definitely fairytale indeed witches magic utterly requires suspension disbelief refreshing thing found based anything ive seen read past years actually really good moviebr br unlike movies seem persistently reappear like thorns side perhaps sign hollywood running ideas could read book year two years movie would another epic fantasy tale likes lotr rest says nyt doubtbr br stardust didnt bolted seat jampacked action every turn sweating bullets plothook plothook threatening tear dramatic tension apart echo throughout theater loud boom didnt even use enormous blasts sound grab attention whats happening screen transformers im looking trying show latest cgi techniques offend intelligence dimwitted dialogs story lines simple enough couldve figured rd grade boy hate br br watched watched enjoyed refreshingly creative storyline unfold eyes sure may known going happen throughout film makes forget even made heart twinge parts important aspect noticed left theater feeling better id gone inbr br truly gem much slush summer many remakes films fell short expectations like cold sweet cup tea cap hard work id done sitting others trying come moneys worthbr br probably everyone favor enjoy fantasy films stand test time alone princess bride black cauldron dark crystal etc really see movie little diamond finding way dvd collection moment hits stores trust thisbr br simply wonderful,Positive,positive,0.545291,0.3570389747619629
aristocats classic disney best considered ultimate disney classic along side wellknown disneyfilms wellmade fun film certainly deserves disney classic aristocats certainly sure kidspleaser cause components fun kids film ill liked much kid im sure film sure pleaser adults could watch disney classics nostalgia sake still enjoy film young adultbr br storywise aristocats may complex innovative doesnt matter film made period filmmakers followed motto characters story wise versa aristocats certainly shows characters make film theyre likable fun great lines great interaction voice actors also part making characters compelling eva gabor duchess phil harris thomas omalley etc misconception could dogs napoleon lafayette since theyre showstoppers havent much actual story fortunately theyre fun amusing characters scenes pure goldbr br aristocats entertaining cute also funny cartoon animation style look fits perfectly films french surroundings especially city paris looks greats character animation design great songs really catchy favorite scale arpeggios title song cute song along thomas omalley cat memorable showstopper everybody wants cat score george burns perfect fit film funny emotional situationsbr br overall aristocats opinion best disney cartoon film deserves seen remembered youre waiting self favor share disney classic kids deserves memories,Positive,positive,0.999693,0.34570932388305664
first plot way overdone girl wants make everyone loves snobby girl intervenes looks lost girl pulls everyone loves etc throw fitting thing attractive male crushing heroine plus singleparent troubles predictable practically recite along itbr br second really hate keep dissing classical music send message everyone involved classical music uptight snobby closeminded fact dont recall quote exactly remember one point movie holly says uptightso classical really insulting label classical music waybr br third ive went dozens times reason think making movie promote britney spears isnt point allbr br oh yeah actress portrayed holly im sure whether really singing reasonably good voice wasnt amazing making especially belting oversupporting whole timebr br stars,Negative,negative,-0.75151,0.3391268253326416
